,user.id,remote.user.id.if.known,date
178,18,19,2008-10-03
179,20,30,2008-10-03
180,30,59,2008-10-03
181,14,1,2008-10-03
182,19,29,2008-10-03
183,24,57,2008-10-03
184,6,20,2008-10-03
185,20,6,2008-10-03
186,70,44,2008-10-03
187,62,23,2008-10-03
188,5,30,2008-10-03
189,4,27,2008-10-03
190,5,46,2008-10-03
191,18,29,2008-10-03
192,42,71,2008-10-03
193,47,42,2008-10-03
194,47,59,2008-10-03
195,47,20,2008-10-03
196,42,30,2008-10-03
197,42,43,2008-10-03
198,34,42,2008-10-03
199,42,5,2008-10-03
200,69,72,2008-10-03
201,5,42,2008-10-03
202,42,36,2008-10-03
203,36,30,2008-10-03
204,69,29,2008-10-03
205,14,46,2008-10-03
206,9,43,2008-10-03
207,42,46,2008-10-03
208,32,72,2008-10-03
209,36,46,2008-10-03
210,34,38,2008-10-03
211,34,47,2008-10-03
212,51,34,2008-10-03
213,51,38,2008-10-03
214,34,51,2008-10-03
215,22,32,2008-10-03
216,22,72,2008-10-03
217,34,46,2008-10-03
218,5,47,2008-10-03
219,5,51,2008-10-03
220,51,5,2008-10-03
221,47,34,2008-10-03
222,27,57,2008-10-03
223,58,27,2008-10-03
224,32,29,2008-10-03
225,5,36,2008-10-03
226,47,5,2008-10-03
227,47,46,2008-10-03
228,51,42,2008-10-03
229,51,47,2008-10-03
230,18,32,2008-10-03
231,32,18,2008-10-03
232,22,18,2008-10-03
233,70,64,2008-10-03
234,22,19,2008-10-03
235,70,6,2008-10-03
236,5,20,2008-10-03
237,70,1,2008-10-03
238,70,61,2008-10-03
239,32,19,2008-10-03
240,69,19,2008-10-03
241,27,70,2008-10-03
242,36,5,2008-10-03
243,20,42,2008-10-03
244,42,34,2008-10-03
245,64,47,2008-10-03
246,48,29,2008-10-03
247,42,6,2008-10-03
248,42,47,2008-10-03
249,48,19,2008-10-03
250,48,32,2008-10-03
251,19,69,2008-10-03
252,27,57,2008-10-04
253,27,70,2008-10-04
254,51,34,2008-10-04
255,51,38,2008-10-04
256,51,42,2008-10-04
257,69,19,2008-10-04
258,34,38,2008-10-04
259,34,42,2008-10-04
260,19,69,2008-10-04
261,36,30,2008-10-04
262,69,29,2008-10-04
263,34,51,2008-10-04
264,48,29,2008-10-04
265,65,47,2008-10-04
266,5,42,2008-10-04
267,48,32,2008-10-04
268,30,20,2008-10-04
269,30,59,2008-10-04
270,19,29,2008-10-04
271,34,47,2008-10-04
272,32,72,2008-10-04
273,19,72,2008-10-04
274,14,1,2008-10-04
275,14,61,2008-10-04
276,69,72,2008-10-04
277,1,14,2008-10-04
278,61,1,2008-10-04
279,61,14,2008-10-04
280,32,48,2008-10-04
281,51,47,2008-10-04
282,32,19,2008-10-04
283,19,6,2008-10-04
284,51,5,2008-10-04
285,48,19,2008-10-04
286,5,20,2008-10-04
287,5,51,2008-10-04
288,24,5,2008-10-04
289,24,57,2008-10-04
290,19,32,2008-10-04
291,42,6,2008-10-04
292,42,20,2008-10-04
293,42,30,2008-10-04
294,42,34,2008-10-04
295,64,1,2008-10-04
296,32,29,2008-10-04
297,42,51,2008-10-04
298,5,46,2008-10-04
299,18,32,2008-10-04
300,32,18,2008-10-04
301,51,46,2008-10-04
302,34,46,2008-10-04
303,48,72,2008-10-04
304,20,5,2008-10-04
305,20,30,2008-10-04
306,20,42,2008-10-04
307,5,30,2008-10-04
308,36,5,2008-10-04
309,36,46,2008-10-04
310,20,6,2008-10-04
311,61,57,2008-10-04
312,6,20,2008-10-04
313,6,36,2008-10-04
314,6,51,2008-10-04
315,51,30,2008-10-04
316,20,34,2008-10-04
317,5,36,2008-10-04
318,42,5,2008-10-04
319,64,44,2008-10-04
320,22,72,2008-10-04
321,20,36,2008-10-04
322,42,36,2008-10-04
323,18,29,2008-10-04
324,20,51,2008-10-04
325,20,55,2008-10-04
326,42,71,2008-10-04
327,59,30,2008-10-04
328,59,34,2008-10-04
329,34,38,2008-10-05
330,70,64,2008-10-05
331,51,30,2008-10-05
332,51,34,2008-10-05
333,51,38,2008-10-05
334,51,46,2008-10-05
335,32,18,2008-10-05
336,18,32,2008-10-05
337,34,51,2008-10-05
338,22,72,2008-10-05
339,64,44,2008-10-05
340,69,72,2008-10-05
341,70,44,2008-10-05
342,27,57,2008-10-05
343,27,70,2008-10-05
344,70,57,2008-10-05
345,34,46,2008-10-05
346,5,46,2008-10-05
347,69,19,2008-10-05
348,34,42,2008-10-05
349,51,42,2008-10-05
350,5,42,2008-10-05
351,4,27,2008-10-05
352,4,57,2008-10-05
353,19,72,2008-10-05
354,51,5,2008-10-05
355,20,30,2008-10-05
356,20,42,2008-10-05
357,5,51,2008-10-05
358,19,69,2008-10-05
359,42,5,2008-10-05
360,42,30,2008-10-05
361,42,34,2008-10-05
362,22,19,2008-10-05
363,42,6,2008-10-05
364,6,20,2008-10-05
365,6,51,2008-10-05
366,6,5,2008-10-05
367,6,42,2008-10-05
368,42,20,2008-10-05
369,42,51,2008-10-05
370,20,6,2008-10-05
371,20,34,2008-10-05
372,20,51,2008-10-05
373,5,20,2008-10-05
374,6,71,2008-10-05
375,62,6,2008-10-05
376,20,38,2008-10-05
377,5,30,2008-10-05
378,69,18,2008-10-05
379,22,18,2008-10-05
380,18,72,2008-10-05
381,5,2,2008-10-05
382,5,36,2008-10-05
383,69,67,2008-10-05
384,22,67,2008-10-05
385,18,67,2008-10-05
386,48,19,2008-10-05
387,48,72,2008-10-05
388,32,67,2008-10-05
389,27,57,2008-10-06
390,19,72,2008-10-06
391,51,34,2008-10-06
392,22,72,2008-10-06
393,18,32,2008-10-06
394,32,18,2008-10-06
395,32,67,2008-10-06
396,34,51,2008-10-06
397,51,46,2008-10-06
398,34,46,2008-10-06
399,51,30,2008-10-06
400,51,42,2008-10-06
401,22,19,2008-10-06
402,59,34,2008-10-06
403,59,46,2008-10-06
404,34,38,2008-10-06
405,59,20,2008-10-06
406,59,30,2008-10-06
407,59,42,2008-10-06
408,69,72,2008-10-06
409,34,42,2008-10-06
410,69,19,2008-10-06
411,5,46,2008-10-06
412,18,67,2008-10-06
413,64,44,2008-10-06
414,5,42,2008-10-06
415,19,69,2008-10-06
416,62,65,2008-10-06
417,62,67,2008-10-06
418,5,20,2008-10-06
419,5,51,2008-10-06
420,51,5,2008-10-06
421,51,38,2008-10-06
422,69,67,2008-10-06
423,20,30,2008-10-06
424,20,36,2008-10-06
425,20,42,2008-10-06
426,18,19,2008-10-06
427,42,30,2008-10-06
428,18,72,2008-10-06
429,18,65,2008-10-06
430,28,5,2008-10-06
431,36,46,2008-10-06
432,28,51,2008-10-06
433,5,30,2008-10-06
434,62,51,2008-10-06
435,4,57,2008-10-06
436,5,2,2008-10-06
437,36,47,2008-10-06
438,34,47,2008-10-06
439,1,6,2008-10-06
440,1,27,2008-10-06
441,61,27,2008-10-06
442,5,36,2008-10-06
443,36,5,2008-10-06
444,5,47,2008-10-06
445,51,47,2008-10-06
446,6,42,2008-10-06
447,6,47,2008-10-06
448,6,51,2008-10-06
449,6,20,2008-10-06
450,34,38,2008-10-07
451,34,42,2008-10-07
452,34,47,2008-10-07
453,34,51,2008-10-07
454,20,30,2008-10-07
455,20,51,2008-10-07
456,18,32,2008-10-07
457,18,67,2008-10-07
458,51,30,2008-10-07
459,32,18,2008-10-07
460,32,67,2008-10-07
461,51,34,2008-10-07
462,51,42,2008-10-07
463,36,30,2008-10-07
464,64,44,2008-10-07
465,48,19,2008-10-07
466,64,47,2008-10-07
467,62,34,2008-10-07
468,62,51,2008-10-07
469,69,72,2008-10-07
470,8,34,2008-10-07
471,34,8,2008-10-07
472,8,51,2008-10-07
473,36,5,2008-10-07
474,5,42,2008-10-07
475,36,46,2008-10-07
476,5,47,2008-10-07
477,62,65,2008-10-07
478,62,67,2008-10-07
479,69,19,2008-10-07
480,59,34,2008-10-07
481,59,42,2008-10-07
482,59,47,2008-10-07
483,48,72,2008-10-07
484,67,62,2008-10-07
485,67,65,2008-10-07
486,51,38,2008-10-07
487,51,47,2008-10-07
488,32,69,2008-10-07
489,32,72,2008-10-07
490,20,2,2008-10-07
491,1,61,2008-10-07
492,27,57,2008-10-07
493,20,34,2008-10-07
494,18,65,2008-10-07
495,47,5,2008-10-07
496,18,72,2008-10-07
497,51,5,2008-10-07
498,5,30,2008-10-07
499,5,51,2008-10-07
500,32,19,2008-10-07
501,51,46,2008-10-07
502,69,67,2008-10-07
503,4,57,2008-10-07
504,18,69,2008-10-07
505,42,30,2008-10-07
506,42,6,2008-10-07
507,20,42,2008-10-07
508,47,20,2008-10-07
509,47,34,2008-10-07
510,47,42,2008-10-07
511,47,14,2008-10-07
512,47,30,2008-10-07
513,47,46,2008-10-07
514,34,46,2008-10-07
515,42,20,2008-10-07
516,20,6,2008-10-07
517,34,28,2008-10-07
518,28,34,2008-10-07
519,47,36,2008-10-07
520,4,27,2008-10-07
521,47,51,2008-10-07
522,48,69,2008-10-07
523,42,34,2008-10-07
524,42,51,2008-10-07
525,20,30,2008-10-08
526,34,38,2008-10-08
527,34,51,2008-10-08
528,51,34,2008-10-08
529,51,42,2008-10-08
530,18,32,2008-10-08
531,34,42,2008-10-08
532,1,61,2008-10-08
533,61,57,2008-10-08
534,48,72,2008-10-08
535,5,42,2008-10-08
536,51,46,2008-10-08
537,69,72,2008-10-08
538,47,5,2008-10-08
539,47,34,2008-10-08
540,47,42,2008-10-08
541,5,47,2008-10-08
542,34,47,2008-10-08
543,64,44,2008-10-08
544,51,30,2008-10-08
545,51,38,2008-10-08
546,64,47,2008-10-08
547,62,34,2008-10-08
548,62,51,2008-10-08
549,36,46,2008-10-08
550,32,18,2008-10-08
551,32,67,2008-10-08
552,6,20,2008-10-08
553,18,67,2008-10-08
554,6,42,2008-10-08
555,6,36,2008-10-08
556,62,65,2008-10-08
557,62,67,2008-10-08
558,47,20,2008-10-08
559,5,20,2008-10-08
560,29,72,2008-10-08
561,32,29,2008-10-08
562,32,72,2008-10-08
563,5,46,2008-10-08
564,1,14,2008-10-08
565,61,14,2008-10-08
566,14,1,2008-10-08
567,20,6,2008-10-08
568,20,42,2008-10-08
569,4,57,2008-10-08
570,4,27,2008-10-08
571,18,72,2008-10-08
572,64,69,2008-10-08
573,32,18,2008-10-09
574,18,32,2008-10-09
575,34,38,2008-10-09
576,34,42,2008-10-09
577,34,47,2008-10-09
578,32,67,2008-10-09
579,4,57,2008-10-09
580,47,34,2008-10-09
581,47,42,2008-10-09
582,47,59,2008-10-09
583,64,47,2008-10-09
584,19,69,2008-10-09
585,19,72,2008-10-09
586,69,19,2008-10-09
587,69,72,2008-10-09
588,14,1,2008-10-09
589,14,61,2008-10-09
590,62,67,2008-10-09
591,24,57,2008-10-09
592,62,65,2008-10-09
593,64,44,2008-10-09
594,30,20,2008-10-09
595,20,6,2008-10-09
596,20,30,2008-10-09
597,5,42,2008-10-09
598,5,47,2008-10-09
599,47,5,2008-10-09
600,20,42,2008-10-09
601,20,2,2008-10-09
602,59,42,2008-10-09
603,20,34,2008-10-09
604,42,5,2008-10-09
605,42,20,2008-10-09
606,42,30,2008-10-09
607,42,59,2008-10-09
608,5,51,2008-10-09
609,18,67,2008-10-09
610,51,38,2008-10-09
611,18,69,2008-10-09
612,28,59,2008-10-09
613,36,46,2008-10-09
614,34,51,2008-10-09
615,5,46,2008-10-09
616,47,36,2008-10-09
617,62,23,2008-10-09
618,47,30,2008-10-09
619,30,59,2008-10-09
620,20,14,2008-10-09
621,20,36,2008-10-09
622,5,20,2008-10-09
623,34,46,2008-10-09
624,30,42,2008-10-09
625,14,46,2008-10-09
626,32,18,2008-10-10
627,14,46,2008-10-10
628,34,38,2008-10-10
629,34,42,2008-10-10
630,34,47,2008-10-10
631,64,47,2008-10-10
632,62,23,2008-10-10
633,62,44,2008-10-10
634,32,67,2008-10-10
635,34,46,2008-10-10
636,8,34,2008-10-10
637,8,59,2008-10-10
638,34,8,2008-10-10
639,64,44,2008-10-10
640,19,69,2008-10-10
641,62,65,2008-10-10
642,18,32,2008-10-10
643,34,51,2008-10-10
644,18,67,2008-10-10
645,32,19,2008-10-10
646,51,38,2008-10-10
647,20,6,2008-10-10
648,20,30,2008-10-10
649,6,51,2008-10-10
650,51,34,2008-10-10
651,42,20,2008-10-10
652,28,47,2008-10-10
653,28,14,2008-10-10
654,28,59,2008-10-10
655,28,34,2008-10-10
656,20,42,2008-10-10
657,67,65,2008-10-10
658,28,69,2008-10-10
659,8,2,2008-10-10
660,8,51,2008-10-10
661,32,69,2008-10-10
662,67,62,2008-10-10
663,27,57,2008-10-10
664,18,19,2008-10-10
665,18,72,2008-10-10
666,67,32,2008-10-10
667,19,18,2008-10-10
668,59,34,2008-10-10
669,29,72,2008-10-10
670,20,36,2008-10-10
671,69,72,2008-10-10
672,27,57,2008-10-11
673,34,8,2008-10-11
674,34,42,2008-10-11
675,34,51,2008-10-11
676,8,34,2008-10-11
677,8,59,2008-10-11
678,34,47,2008-10-11
679,30,20,2008-10-11
680,20,6,2008-10-11
681,20,51,2008-10-11
682,20,34,2008-10-11
683,51,34,2008-10-11
684,51,42,2008-10-11
685,64,44,2008-10-11
686,64,47,2008-10-11
687,62,65,2008-10-11
688,43,29,2008-10-11
689,42,34,2008-10-11
690,42,47,2008-10-11
691,42,6,2008-10-11
692,20,30,2008-10-11
693,32,72,2008-10-11
694,24,57,2008-10-11
695,20,42,2008-10-11
696,36,46,2008-10-11
697,36,30,2008-10-11
698,6,36,2008-10-11
699,6,51,2008-10-11
700,69,72,2008-10-11
701,4,57,2008-10-11
702,6,42,2008-10-11
703,51,30,2008-10-11
704,32,29,2008-10-11
705,20,2,2008-10-11
706,47,42,2008-10-11
707,67,62,2008-10-11
708,67,65,2008-10-11
709,62,67,2008-10-11
710,62,51,2008-10-11
711,59,34,2008-10-11
712,47,34,2008-10-11
713,47,59,2008-10-11
714,59,30,2008-10-11
715,20,59,2008-10-11
716,4,27,2008-10-11
717,47,51,2008-10-11
718,20,36,2008-10-11
719,27,70,2008-10-11
720,8,70,2008-10-11
721,14,46,2008-10-11
722,59,47,2008-10-11
723,62,51,2008-10-12
724,62,65,2008-10-12
725,34,8,2008-10-12
726,34,47,2008-10-12
727,47,34,2008-10-12
728,64,47,2008-10-12
729,27,70,2008-10-12
730,22,72,2008-10-12
731,8,34,2008-10-12
732,8,59,2008-10-12
733,47,59,2008-10-12
734,14,46,2008-10-12
735,64,44,2008-10-12
736,32,67,2008-10-12
737,47,46,2008-10-12
738,47,42,2008-10-12
739,34,42,2008-10-12
740,47,51,2008-10-12
741,34,51,2008-10-12
742,14,47,2008-10-12
743,8,51,2008-10-12
744,69,72,2008-10-12
745,67,62,2008-10-12
746,67,65,2008-10-12
747,62,67,2008-10-12
748,67,32,2008-10-12
749,47,14,2008-10-12
750,27,1,2008-10-12
751,20,6,2008-10-12
752,20,30,2008-10-12
753,20,36,2008-10-12
754,61,57,2008-10-12
755,24,57,2008-10-12
756,1,14,2008-10-12
757,61,14,2008-10-12
758,14,1,2008-10-12
759,62,44,2008-10-12
760,62,23,2008-10-12
761,18,32,2008-10-12
762,30,34,2008-10-12
763,30,42,2008-10-12
764,47,30,2008-10-12
765,8,2,2008-10-12
766,6,20,2008-10-12
767,6,51,2008-10-12
768,6,36,2008-10-12
769,6,42,2008-10-12
770,42,30,2008-10-12
771,42,34,2008-10-12
772,42,59,2008-10-12
773,42,6,2008-10-12
774,42,47,2008-10-12
775,42,51,2008-10-12
776,51,34,2008-10-12
777,4,57,2008-10-12
778,6,47,2008-10-12
779,59,30,2008-10-12
780,59,34,2008-10-12
781,59,42,2008-10-12
782,18,72,2008-10-12
783,34,46,2008-10-12
784,36,46,2008-10-12
785,18,29,2008-10-12
786,18,19,2008-10-12
787,27,57,2008-10-12
788,42,46,2008-10-12
789,7,16,2008-10-12
790,7,21,2008-10-12
791,69,19,2008-10-12
792,69,29,2008-10-12
793,59,20,2008-10-12
794,7,4,2008-10-12
795,19,29,2008-10-12
796,19,69,2008-10-12
797,42,20,2008-10-12
798,42,77,2008-10-12
799,16,11,2008-10-12
800,31,4,2008-10-12
801,31,16,2008-10-12
802,31,21,2008-10-12
803,16,11,2008-10-13
804,31,4,2008-10-13
805,31,16,2008-10-13
806,31,21,2008-10-13
807,42,20,2008-10-13
808,42,47,2008-10-13
809,42,59,2008-10-13
810,22,72,2008-10-13
811,42,46,2008-10-13
812,14,1,2008-10-13
813,8,59,2008-10-13
814,42,30,2008-10-13
815,42,34,2008-10-13
816,42,77,2008-10-13
817,18,72,2008-10-13
818,8,34,2008-10-13
819,22,18,2008-10-13
820,31,57,2008-10-13
821,69,19,2008-10-13
822,11,16,2008-10-13
823,36,46,2008-10-13
824,14,61,2008-10-13
825,61,1,2008-10-13
826,6,20,2008-10-13
827,34,8,2008-10-13
828,34,42,2008-10-13
829,34,47,2008-10-13
830,6,36,2008-10-13
831,31,61,2008-10-13
832,31,1,2008-10-13
833,11,61,2008-10-13
834,21,24,2008-10-13
835,21,57,2008-10-13
836,6,42,2008-10-13
837,19,69,2008-10-13
838,19,72,2008-10-13
839,24,57,2008-10-13
840,22,19,2008-10-13
841,27,21,2008-10-13
842,62,65,2008-10-13
843,30,20,2008-10-13
844,1,14,2008-10-13
845,1,71,2008-10-13
846,61,14,2008-10-13
847,61,57,2008-10-13
848,18,65,2008-10-13
849,20,6,2008-10-13
850,20,30,2008-10-13
851,20,36,2008-10-13
852,20,46,2008-10-13
853,64,47,2008-10-13
854,6,47,2008-10-13
855,6,51,2008-10-13
856,18,32,2008-10-13
857,34,51,2008-10-13
858,32,18,2008-10-13
859,42,6,2008-10-13
860,42,51,2008-10-13
861,8,51,2008-10-13
862,64,44,2008-10-13
863,20,42,2008-10-13
864,20,51,2008-10-13
865,20,59,2008-10-13
866,21,27,2008-10-13
867,30,2,2008-10-13
868,25,51,2008-10-13
869,25,34,2008-10-13
870,19,6,2008-10-13
871,51,25,2008-10-13
872,51,34,2008-10-13
873,51,42,2008-10-13
874,51,46,2008-10-13
875,34,25,2008-10-13
876,30,42,2008-10-13
877,31,27,2008-10-13
878,69,72,2008-10-13
879,30,51,2008-10-13
880,25,59,2008-10-13
881,30,59,2008-10-13
882,62,44,2008-10-13
883,25,28,2008-10-13
884,25,47,2008-10-13
885,18,6,2008-10-13
886,18,15,2008-10-13
887,18,60,2008-10-13
888,18,68,2008-10-13
889,28,69,2008-10-13
890,59,2,2008-10-13
891,59,20,2008-10-13
892,59,30,2008-10-13
893,59,34,2008-10-13
894,59,42,2008-10-13
895,24,21,2008-10-13
896,28,34,2008-10-13
897,28,47,2008-10-13
898,4,57,2008-10-13
899,34,28,2008-10-13
900,28,25,2008-10-13
901,28,57,2008-10-13
902,57,28,2008-10-13
903,57,44,2008-10-13
904,34,46,2008-10-13
905,68,60,2008-10-13
906,15,60,2008-10-13
907,2,44,2008-10-13
908,2,46,2008-10-13
909,2,47,2008-10-13
910,68,2,2008-10-13
911,68,15,2008-10-13
912,68,47,2008-10-13
913,47,2,2008-10-13
914,47,25,2008-10-13
915,47,28,2008-10-13
916,47,46,2008-10-13
917,47,68,2008-10-13
918,47,34,2008-10-13
919,47,59,2008-10-13
920,47,42,2008-10-13
921,51,30,2008-10-13
922,44,6,2008-10-13
923,44,57,2008-10-13
924,23,25,2008-10-13
925,23,34,2008-10-13
926,23,51,2008-10-13
927,36,47,2008-10-13
928,7,4,2008-10-13
929,57,21,2008-10-13
930,51,47,2008-10-13
931,23,59,2008-10-13
932,28,51,2008-10-13
933,28,59,2008-10-13
934,18,19,2008-10-13
935,34,55,2008-10-13
936,32,19,2008-10-13
937,4,7,2008-10-13
938,47,51,2008-10-13
939,57,24,2008-10-14
940,31,16,2008-10-14
941,31,21,2008-10-14
942,31,57,2008-10-14
943,24,21,2008-10-14
944,24,57,2008-10-14
945,32,18,2008-10-14
946,34,42,2008-10-14
947,34,47,2008-10-14
948,14,1,2008-10-14
949,22,72,2008-10-14
950,18,32,2008-10-14
951,21,24,2008-10-14
952,21,57,2008-10-14
953,30,20,2008-10-14
954,30,59,2008-10-14
955,34,8,2008-10-14
956,19,72,2008-10-14
957,19,15,2008-10-14
958,51,47,2008-10-14
959,69,72,2008-10-14
960,64,47,2008-10-14
961,47,34,2008-10-14
962,47,42,2008-10-14
963,30,42,2008-10-14
964,20,42,2008-10-14
965,20,59,2008-10-14
966,4,7,2008-10-14
967,44,6,2008-10-14
968,1,14,2008-10-14
969,61,14,2008-10-14
970,8,34,2008-10-14
971,8,59,2008-10-14
972,47,46,2008-10-14
973,34,51,2008-10-14
974,51,34,2008-10-14
975,51,42,2008-10-14
976,31,1,2008-10-14
977,44,64,2008-10-14
978,23,19,2008-10-14
979,59,8,2008-10-14
980,59,20,2008-10-14
981,59,30,2008-10-14
982,59,34,2008-10-14
983,59,42,2008-10-14
984,6,20,2008-10-14
985,6,36,2008-10-14
986,47,59,2008-10-14
987,46,36,2008-10-14
988,18,19,2008-10-14
989,62,65,2008-10-14
990,8,51,2008-10-14
991,47,51,2008-10-14
992,64,44,2008-10-14
993,48,15,2008-10-14
994,6,51,2008-10-14
995,15,48,2008-10-14
996,27,21,2008-10-14
997,51,25,2008-10-14
998,25,51,2008-10-14
999,25,66,2008-10-14
1000,11,21,2008-10-14
1001,11,27,2008-10-14
1002,11,42,2008-10-14
1003,21,27,2008-10-14
1004,27,57,2008-10-14
1005,4,57,2008-10-14
1006,22,32,2008-10-14
1007,25,34,2008-10-14
1008,18,65,2008-10-14
1009,34,25,2008-10-14
1010,28,59,2008-10-14
1011,25,28,2008-10-14
1012,25,59,2008-10-14
1013,47,20,2008-10-14
1014,55,34,2008-10-14
1015,20,30,2008-10-14
1016,67,65,2008-10-14
1017,69,18,2008-10-14
1018,34,55,2008-10-14
1019,18,69,2008-10-14
1020,72,18,2008-10-14
1021,16,11,2008-10-14
1022,22,65,2008-10-14
1023,22,67,2008-10-14
1024,72,69,2008-10-14
1025,67,69,2008-10-14
1026,72,19,2008-10-14
1027,22,19,2008-10-14
1028,51,46,2008-10-14
1029,4,21,2008-10-14
1030,72,15,2008-10-14
1031,72,48,2008-10-14
1032,30,20,2008-10-15
1033,30,42,2008-10-15
1034,8,34,2008-10-15
1035,8,59,2008-10-15
1036,64,47,2008-10-15
1037,72,19,2008-10-15
1038,72,69,2008-10-15
1039,51,34,2008-10-15
1040,48,15,2008-10-15
1041,34,8,2008-10-15
1042,34,42,2008-10-15
1043,34,47,2008-10-15
1044,34,51,2008-10-15
1045,34,55,2008-10-15
1046,20,30,2008-10-15
1047,15,48,2008-10-15
1048,55,34,2008-10-15
1049,16,11,2008-10-15
1050,69,72,2008-10-15
1051,64,44,2008-10-15
1052,51,46,2008-10-15
1053,51,47,2008-10-15
1054,47,34,2008-10-15
1055,47,42,2008-10-15
1056,47,59,2008-10-15
1057,11,21,2008-10-15
1058,72,48,2008-10-15
1059,72,29,2008-10-15
1060,48,29,2008-10-15
1061,48,72,2008-10-15
1062,69,19,2008-10-15
1063,44,6,2008-10-15
1064,44,64,2008-10-15
1065,47,51,2008-10-15
1066,34,46,2008-10-15
1067,15,67,2008-10-15
